pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 336          |
|    n_updates            | 3890         |
|    policy_gradient_loss | -0.000454    |
|    std                  | 0.596        |
|    value_loss           | 199          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 896         |
|    ep_rew_mean          | 801         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 391         |
|    time_elapsed         | 11458       |
|    total_timesteps      | 800768      |
| train/                  |             |
|    approx_kl            | 0.011584009 |
|    clip_fraction        | 0.0312      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.904      |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.978       |
|    n_updates            | 3900        |
|    policy_gradient_loss | -0.00558    |
|    std                  | 0.597       |
|    value_loss           | 3.63        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 902          |
|    ep_rew_mean          | 792          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 392          |
|    time_elapsed         | 11481        |
|    total_timesteps      | 802816       |
| train/                  |              |
|    approx_kl            | 0.0026644345 |
|    clip_fraction        | 0.00479      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.903       |
|    explained_variance   | 0.976        |
|    learning_rate        | 0.0003       |
|    loss                 | 11.2         |
|    n_updates            | 3910         |
|    policy_gradient_loss | -0.00128     |
|    std                  | 0.597        |
|    value_loss           | 269          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 896           |
|    ep_rew_mean          | 804           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 393           |
|    time_elapsed         | 11504         |
|    total_timesteps      | 804864        |
| train/                  |               |
|    approx_kl            | 0.00051548606 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.903        |
|    explained_variance   | 0.77          |
|    learning_rate        | 0.0003        |
|    loss                 | 17.5          |
|    n_updates            | 3920          |
|    policy_gradient_loss | 9.05e-05      |
|    std                  | 0.597         |
|    value_loss           | 1.32e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 901          |
|    ep_rew_mean          | 794          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 394          |
|    time_elapsed         | 11526        |
|    total_timesteps      | 806912       |
| train/                  |              |
|    approx_kl            | 5.857015e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.904       |
|    explained_variance   | 0.796        |
|    learning_rate        | 0.0003       |
|    loss                 | 70.9         |
|    n_updates            | 3930         |
|    policy_gradient_loss | 1.96e-05     |
|    std                  | 0.598        |
|    value_loss           | 2.93e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 907          |
|    ep_rew_mean          | 783          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 395          |
|    time_elapsed         | 11549        |
|    total_timesteps      | 808960       |
| train/                  |              |
|    approx_kl            | 0.0046525123 |
|    clip_fraction        | 0.0137       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.905       |
|    explained_variance   | 0.904        |
|    learning_rate        | 0.0003       |
|    loss                 | 24.7         |
|    n_updates            | 3940         |
|    policy_gradient_loss | -0.00127     |
|    std                  | 0.598        |
|    value_loss           | 79.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 902          |
|    ep_rew_mean          | 796          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 396          |
|    time_elapsed         | 11571        |
|    total_timesteps      | 811008       |
| train/                  |              |
|    approx_kl            | 0.0027508833 |
|    clip_fraction        | 0.0306       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.905       |
|    explained_variance   | 0.892        |
|    learning_rate        | 0.0003       |
|    loss                 | 20.8         |
|    n_updates            | 3950         |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.598        |
|    value_loss           | 796          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 903          |
|    ep_rew_mean          | 794          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 397          |
|    time_elapsed         | 11594        |
|    total_timesteps      | 813056       |
| train/                  |              |
|    approx_kl            | 0.0009411222 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.906       |
|    explained_variance   | 0.924        |
|    learning_rate        | 0.0003       |
|    loss                 | 178          |
|    n_updates            | 3960         |
|    policy_gradient_loss | -0.0011      |
|    std                  | 0.599        |
|    value_loss           | 821          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 899          |
|    ep_rew_mean          | 803          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 398          |
|    time_elapsed         | 11617        |
|    total_timesteps      | 815104       |
| train/                  |              |
|    approx_kl            | 0.0010614761 |
|    clip_fraction        | 0.0939       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.903       |
|    explained_variance   | 0.933        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.42         |
|    n_updates            | 3970         |
|    policy_gradient_loss | 0.00264      |
|    std                  | 0.597        |
|    value_loss           | 130          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 895          |
|    ep_rew_mean          | 815          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 399          |
|    time_elapsed         | 11639        |
|    total_timesteps      | 817152       |
| train/                  |              |
|    approx_kl            | 0.0021438552 |
|    clip_fraction        | 0.0221       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.897       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.908        |
|    n_updates            | 3980         |
|    policy_gradient_loss | -0.00211     |
|    std                  | 0.589        |
|    value_loss           | 100          |
------------------------------------------
Eval num_timesteps=819200, episode_reward=842.87 +/- 524.27
Episode length: 975.40 +/- 178.42
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 975          |
|    mean_reward          | 843          |
| time/                   |              |
|    total timesteps      | 819200       |
| train/                  |              |
|    approx_kl            | 0.0035308646 |
|    clip_fraction        | 0.0167       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.885       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 206          |
|    n_updates            | 3990         |
|    policy_gradient_loss | -0.000592    |
|    std                  | 0.583        |
|    value_loss           | 265          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 904      |
|    ep_rew_mean     | 801      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 400      |
|    time_elapsed    | 11765    |
|    total_timesteps | 819200   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 911          |
|    ep_rew_mean          | 790          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 401          |
|    time_elapsed         | 11787        |
|    total_timesteps      | 821248       |
| train/                  |              |
|    approx_kl            | 0.0042909086 |
|    clip_fraction        | 0.0407       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.875       |
|    explained_variance   | 0.874        |
|    learning_rate        | 0.0003       |
|    loss                 | 379          |
|    n_updates            | 4000         |
|    policy_gradient_loss | -0.000447    |
|    std                  | 0.579        |
|    value_loss           | 211          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 906          |
|    ep_rew_mean          | 801          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 402          |
|    time_elapsed         | 11810        |
|    total_timesteps      | 823296       |
| train/                  |              |
|    approx_kl            | 0.0026108946 |
|    clip_fraction        | 0.0385       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.87        |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.635        |
|    n_updates            | 4010         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 0.575        |
|    value_loss           | 90.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 913         |
|    ep_rew_mean          | 781         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 403         |
|    time_elapsed         | 11833       |
|    total_timesteps      | 825344      |
| train/                  |             |
|    approx_kl            | 0.006108245 |
|    clip_fraction        | 0.0613      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.868      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.29        |
|    n_updates            | 4020        |
|    policy_gradient_loss | -0.00486    |
|    std                  | 0.578       |
|    value_loss           | 198         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 910          |
|    ep_rew_mean          | 789          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 404          |
|    time_elapsed         | 11855        |
|    total_timesteps      | 827392       |
| train/                  |              |
|    approx_kl            | 0.0050833616 |
|    clip_fraction        | 0.0458       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.86        |
|    explained_variance   | 0.946        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.904        |
|    n_updates            | 4030         |
|    policy_gradient_loss | -0.00272     |
|    std                  | 0.568        |
|    value_loss           | 11.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 910          |
|    ep_rew_mean          | 789          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 405          |
|    time_elapsed         | 11878        |
|    total_timesteps      | 829440       |
| train/                  |              |
|    approx_kl            | 0.0022845855 |
|    clip_fraction        | 0.00298      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.852       |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 11.9         |
|    n_updates            | 4040         |
|    policy_gradient_loss | 0.000204     |
|    std                  | 0.568        |
|    value_loss           | 280          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 913         |
|    ep_rew_mean          | 777         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 406         |
|    time_elapsed         | 11900       |
|    total_timesteps      | 831488      |
| train/                  |             |
|    approx_kl            | 0.003244035 |
|    clip_fraction        | 0.00508     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.854      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 16.3        |
|    n_updates            | 4050        |
|    policy_gradient_loss | -0.000764   |
|    std                  | 0.569       |
|    value_loss           | 325         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 924         |
|    ep_rew_mean          | 754         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 407         |
|    time_elapsed         | 11923       |
|    total_timesteps      | 833536      |
| train/                  |             |
|    approx_kl            | 0.004075446 |
|    clip_fraction        | 0.0321      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.852      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.97        |
|    n_updates            | 4060        |
|    policy_gradient_loss | -0.00186    |
|    std                  | 0.564       |
|    value_loss           | 79.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 918          |
|    ep_rew_mean          | 763          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 408          |
|    time_elapsed         | 11946        |
|    total_timesteps      | 835584       |
| train/                  |              |
|    approx_kl            | 0.0013530749 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.841       |
|    explained_variance   | 0.859        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.747        |
|    n_updates            | 4070         |
|    policy_gradient_loss | 0.000496     |
|    std                  | 0.557        |
|    value_loss           | 35.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 924          |
|    ep_rew_mean          | 751          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 409          |
|    time_elapsed         | 11968        |
|    total_timesteps      | 837632       |
| train/                  |              |
|    approx_kl            | 0.0021849354 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.829       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.27         |
|    n_updates            | 4080         |
|    policy_gradient_loss | 0.000291     |
|    std                  | 0.55         |
|    value_loss           | 73           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 928         |
|    ep_rew_mean          | 743         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 410         |
|    time_elapsed         | 11991       |
|    total_timesteps      | 839680      |
| train/                  |             |
|    approx_kl            | 0.004225456 |
|    clip_fraction        | 0.0198      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.821      |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.47        |
|    n_updates            | 4090        |
|    policy_gradient_loss | -0.00163    |
|    std                  | 0.55        |
|    value_loss           | 257         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 925          |
|    ep_rew_mean          | 754          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 411          |
|    time_elapsed         | 12014        |
|    total_timesteps      | 841728       |
| train/                  |              |
|    approx_kl            | 0.0036056791 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.823       |
|    explained_variance   | 0.868        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.49         |
|    n_updates            | 4100         |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.552        |
|    value_loss           | 69.7         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 923           |
|    ep_rew_mean          | 773           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 412           |
|    time_elapsed         | 12036         |
|    total_timesteps      | 843776        |
| train/                  |               |
|    approx_kl            | 0.00073678687 |
|    clip_fraction        | 0.0186        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.826        |
|    explained_variance   | 0.842         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.48          |
|    n_updates            | 4110          |
|    policy_gradient_loss | 0.000184      |
|    std                  | 0.553         |
|    value_loss           | 330           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 919          |
|    ep_rew_mean          | 784          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 413          |
|    time_elapsed         | 12059        |
|    total_timesteps      | 845824       |
| train/                  |              |
|    approx_kl            | 0.0035168198 |
|    clip_fraction        | 0.0207       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.826       |
|    explained_variance   | 0.275        |
|    learning_rate        | 0.0003       |
|    loss                 | 16.1         |
|    n_updates            | 4120         |
|    policy_gradient_loss | -0.00331     |
|    std                  | 0.553        |
|    value_loss           | 2.38e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 916          |
|    ep_rew_mean          | 785          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 414          |
|    time_elapsed         | 12082        |
|    total_timesteps      | 847872       |
| train/                  |              |
|    approx_kl            | 0.0024220194 |
|    clip_fraction        | 0.00879      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.825       |
|    explained_variance   | 0.936        |
|    learning_rate        | 0.0003       |
|    loss                 | 153          |
|    n_updates            | 4130         |
|    policy_gradient_loss | -0.000682    |
|    std                  | 0.551        |
|    value_loss           | 577          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 907         |
|    ep_rew_mean          | 808         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 415         |
|    time_elapsed         | 12104       |
|    total_timesteps      | 849920      |
| train/                  |             |
|    approx_kl            | 0.007635013 |
|    clip_fraction        | 0.0385      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.818      |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 144         |
|    n_updates            | 4140        |
|    policy_gradient_loss | -0.00139    |
|    std                  | 0.546       |
|    value_loss           | 135         |
-----------------------------------------
Eval num_timesteps=851968, episode_reward=1260.06 +/- 68.52
Episode length: 667.30 +/- 42.63
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 667          |
|    mean_reward          | 1.26e+03     |
| time/                   |              |
|    total timesteps      | 851968       |
| train/                  |              |
|    approx_kl            | 0.0044564293 |
|    clip_fraction        | 0.0204       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.81        |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.62         |
|    n_updates            | 4150         |
|    policy_gradient_loss | -0.00214     |
|    std                  | 0.543        |
|    value_loss           | 206          |
------------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 913      |
|    ep_rew_mean     | 795      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 416      |
|    time_elapsed    | 12198    |
|    total_timesteps | 851968   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 909         |
|    ep_rew_mean          | 806         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 417         |
|    time_elapsed         | 12220       |
|    total_timesteps      | 854016      |
| train/                  |             |
|    approx_kl            | 0.005771134 |
|    clip_fraction        | 0.0591      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.804      |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.37        |
|    n_updates            | 4160        |
|    policy_gradient_loss | -0.00253    |
|    std                  | 0.537       |
|    value_loss           | 58.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 917         |
|    ep_rew_mean          | 787         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 418         |
|    time_elapsed         | 12243       |
|    total_timesteps      | 856064      |
| train/                  |             |
|    approx_kl            | 0.005555629 |
|    clip_fraction        | 0.0428      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.794      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 98.5        |
|    n_updates            | 4170        |
|    policy_gradient_loss | -0.00107    |
|    std                  | 0.534       |
|    value_loss           | 153         |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 923           |
|    ep_rew_mean          | 777           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 419           |
|    time_elapsed         | 12266         |
|    total_timesteps      | 858112        |
| train/                  |               |
|    approx_kl            | 0.00038039545 |
|    clip_fraction        | 0.00137       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.79         |
|    explained_variance   | 0.824         |
|    learning_rate        | 0.0003        |
|    loss                 | 18.3          |
|    n_updates            | 4180          |
|    policy_gradient_loss | 0.000303      |
|    std                  | 0.533         |
|    value_loss           | 94.6          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 921          |
|    ep_rew_mean          | 777          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 420          |
|    time_elapsed         | 12288        |
|    total_timesteps      | 860160       |
| train/                  |              |
|    approx_kl            | 0.0032569114 |
|    clip_fraction        | 0.00469      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.788       |
|    explained_variance   | 0.939        |
|    learning_rate        | 0.0003       |
|    loss                 | 544          |
|    n_updates            | 4190         |
|    policy_gradient_loss | -0.000118    |
|    std                  | 0.532        |
|    value_loss           | 253          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 924        |
|    ep_rew_mean          | 769        |
| time/                   |            |
|    fps                  | 70         |
|    iterations           | 421        |
|    time_elapsed         | 12311      |
|    total_timesteps      | 862208     |
| train/                  |            |
|    approx_kl            | 0.00399993 |
|    clip_fraction        | 0.0441     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.793     |
|    explained_variance   | 0.977      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.46       |
|    n_updates            | 4200       |
|    policy_gradient_loss | -0.00259   |
|    std                  | 0.539      |
|    value_loss           | 78.4       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 925         |
|    ep_rew_mean          | 769         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 422         |
|    time_elapsed         | 12334       |
|    total_timesteps      | 864256      |
| train/                  |             |
|    approx_kl            | 0.004875957 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.806      |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.738       |
|    n_updates            | 4210        |
|    policy_gradient_loss | -0.00025    |
|    std                  | 0.541       |
|    value_loss           | 63.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 922          |
|    ep_rew_mean          | 779          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 423          |
|    time_elapsed         | 12356        |
|    total_timesteps      | 866304       |
| train/                  |              |
|    approx_kl            | 0.0030917446 |
|    clip_fraction        | 0.0167       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.803       |
|    explained_variance   | 0.978        |
|    learning_rate        | 0.0003       |
|    loss                 | 20.3         |
|    n_updates            | 4220         |
|    policy_gradient_loss | -0.00115     |
|    std                  | 0.537        |
|    value_loss           | 129          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 922          |
|    ep_rew_mean          | 778          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 424          |
|    time_elapsed         | 12379        |
|    total_timesteps      | 868352       |
| train/                  |              |
|    approx_kl            | 0.0051164203 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.798       |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | 389          |
|    n_updates            | 4230         |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.537        |
|    value_loss           | 208          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 932          |
|    ep_rew_mean          | 758          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 425          |
|    time_elapsed         | 12402        |
|    total_timesteps      | 870400       |
| train/                  |              |
|    approx_kl            | 0.0057253465 |
|    clip_fraction        | 0.0256       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.796       |
|    explained_variance   | 0.851        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.07         |
|    n_updates            | 4240         |
|    policy_gradient_loss | -0.00135     |
|    std                  | 0.536        |
|    value_loss           | 48.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 932         |
|    ep_rew_mean          | 759         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 426         |
|    time_elapsed         | 12424       |
|    total_timesteps      | 872448      |
| train/                  |             |
|    approx_kl            | 0.003678743 |
|    clip_fraction        | 0.0212      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.796      |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.11        |
|    n_updates            | 4250        |
|    policy_gradient_loss | -7.06e-05   |
|    std                  | 0.538       |
|    value_loss           | 52.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 936          |
|    ep_rew_mean          | 749          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 427          |
|    time_elapsed         | 12447        |
|    total_timesteps      | 874496       |
| train/                  |              |
|    approx_kl            | 0.0024660935 |
|    clip_fraction        | 0.0201       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.801       |
|    explained_variance   | 0.853        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.28         |
|    n_updates            | 4260         |
|    policy_gradient_loss | -0.00031     |
|    std                  | 0.541        |
|    value_loss           | 127          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 940         |
|    ep_rew_mean          | 743         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 428         |
|    time_elapsed         | 12470       |
|    total_timesteps      | 876544      |
| train/                  |             |
|    approx_kl            | 0.003517543 |
|    clip_fraction        | 0.0273      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.812      |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.45        |
|    n_updates            | 4270        |
|    policy_gradient_loss | -0.000479   |
|    std                  | 0.55        |
|    value_loss           | 37.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 930          |
|    ep_rew_mean          | 767          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 429          |
|    time_elapsed         | 12492        |
|    total_timesteps      | 878592       |
| train/                  |              |
|    approx_kl            | 0.0054726107 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.824       |
|    explained_variance   | 0.924        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.51         |
|    n_updates            | 4280         |
|    policy_gradient_loss | -0.00182     |
|    std                  | 0.553        |
|    value_loss           | 193          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 938         |
|    ep_rew_mean          | 752         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 430         |
|    time_elapsed         | 12515       |
|    total_timesteps      | 880640      |
| train/                  |             |
|    approx_kl            | 0.002928569 |
|    clip_fraction        | 0.0156      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.824      |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.56        |
|    n_updates            | 4290        |
|    policy_gradient_loss | -0.00195    |
|    std                  | 0.55        |
|    value_loss           | 234         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 943         |
|    ep_rew_mean          | 750         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 431         |
|    time_elapsed         | 12538       |
|    total_timesteps      | 882688      |
| train/                  |             |
|    approx_kl            | 0.005622245 |
|    clip_fraction        | 0.0406      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.819      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.19        |
|    n_updates            | 4300        |
|    policy_gradient_loss | -0.000852   |
|    std                  | 0.549       |
|    value_loss           | 132         |
-----------------------------------------
Eval num_timesteps=884736, episode_reward=1177.71 +/- 51.77
Episode length: 825.50 +/- 130.58
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 826          |
|    mean_reward          | 1.18e+03     |
| time/                   |              |
|    total timesteps      | 884736       |
| train/                  |              |
|    approx_kl            | 0.0021128454 |
|    clip_fraction        | 0.0061       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.817       |
|    explained_variance   | 0.235        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.6          |
|    n_updates            | 4310         |
|    policy_gradient_loss | -9.91e-05    |
|    std                  | 0.546        |
|    value_loss           | 1.76e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 935      |
|    ep_rew_mean     | 784      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 432      |
|    time_elapsed    | 12647    |
|    total_timesteps | 884736   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 934          |
|    ep_rew_mean          | 795          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 433          |
|    time_elapsed         | 12670        |
|    total_timesteps      | 886784       |
| train/                  |              |
|    approx_kl            | 0.0046946313 |
|    clip_fraction        | 0.0533       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.809       |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0003       |
|    loss                 | 44.6         |
|    n_updates            | 4320         |
|    policy_gradient_loss | -0.00421     |
|    std                  | 0.542        |
|    value_loss           | 357          |
------------------------------------------
