pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 884         |
|    ep_rew_mean          | 867         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 379         |
|    time_elapsed         | 10944       |
|    total_timesteps      | 776192      |
| train/                  |             |
|    approx_kl            | 0.004387563 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.881      |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.14        |
|    n_updates            | 3780        |
|    policy_gradient_loss | -0.000543   |
|    std                  | 0.586       |
|    value_loss           | 311         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 888        |
|    ep_rew_mean          | 856        |
| time/                   |            |
|    fps                  | 70         |
|    iterations           | 380        |
|    time_elapsed         | 10967      |
|    total_timesteps      | 778240     |
| train/                  |            |
|    approx_kl            | 0.00426391 |
|    clip_fraction        | 0.0171     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.878     |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | 327        |
|    n_updates            | 3790       |
|    policy_gradient_loss | -0.0011    |
|    std                  | 0.577      |
|    value_loss           | 200        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 887          |
|    ep_rew_mean          | 856          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 381          |
|    time_elapsed         | 10990        |
|    total_timesteps      | 780288       |
| train/                  |              |
|    approx_kl            | 0.0051389635 |
|    clip_fraction        | 0.0368       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.866       |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 77.3         |
|    n_updates            | 3800         |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.572        |
|    value_loss           | 188          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 883          |
|    ep_rew_mean          | 856          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 382          |
|    time_elapsed         | 11012        |
|    total_timesteps      | 782336       |
| train/                  |              |
|    approx_kl            | 0.0024823507 |
|    clip_fraction        | 0.0062       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.862       |
|    explained_variance   | 0.986        |
|    learning_rate        | 0.0003       |
|    loss                 | 109          |
|    n_updates            | 3810         |
|    policy_gradient_loss | -0.000201    |
|    std                  | 0.573        |
|    value_loss           | 238          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 883         |
|    ep_rew_mean          | 853         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 383         |
|    time_elapsed         | 11035       |
|    total_timesteps      | 784384      |
| train/                  |             |
|    approx_kl            | 0.002895426 |
|    clip_fraction        | 0.00498     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.862      |
|    explained_variance   | 0.941       |
|    learning_rate        | 0.0003      |
|    loss                 | 326         |
|    n_updates            | 3820        |
|    policy_gradient_loss | -0.000804   |
|    std                  | 0.573       |
|    value_loss           | 240         |
-----------------------------------------
Eval num_timesteps=786432, episode_reward=1040.92 +/- 447.05
Episode length: 798.00 +/- 210.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 798          |
|    mean_reward          | 1.04e+03     |
| time/                   |              |
|    total timesteps      | 786432       |
| train/                  |              |
|    approx_kl            | 0.0056345984 |
|    clip_fraction        | 0.0537       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.865       |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.62         |
|    n_updates            | 3830         |
|    policy_gradient_loss | -0.00164     |
|    std                  | 0.573        |
|    value_loss           | 9.38         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 880      |
|    ep_rew_mean     | 864      |
| time/              |          |
|    fps             | 70       |
|    iterations      | 384      |
|    time_elapsed    | 11142    |
|    total_timesteps | 786432   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 880          |
|    ep_rew_mean          | 862          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 385          |
|    time_elapsed         | 11165        |
|    total_timesteps      | 788480       |
| train/                  |              |
|    approx_kl            | 0.0010395588 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.862       |
|    explained_variance   | 0.881        |
|    learning_rate        | 0.0003       |
|    loss                 | 263          |
|    n_updates            | 3840         |
|    policy_gradient_loss | -6.37e-05    |
|    std                  | 0.573        |
|    value_loss           | 908          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 869          |
|    ep_rew_mean          | 874          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 386          |
|    time_elapsed         | 11187        |
|    total_timesteps      | 790528       |
| train/                  |              |
|    approx_kl            | 0.0027045733 |
|    clip_fraction        | 0.0335       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.863       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0003       |
|    loss                 | 17.4         |
|    n_updates            | 3850         |
|    policy_gradient_loss | -0.000545    |
|    std                  | 0.574        |
|    value_loss           | 91.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 870          |
|    ep_rew_mean          | 872          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 387          |
|    time_elapsed         | 11210        |
|    total_timesteps      | 792576       |
| train/                  |              |
|    approx_kl            | 0.0026673786 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.866       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0003       |
|    loss                 | 116          |
|    n_updates            | 3860         |
|    policy_gradient_loss | -0.00037     |
|    std                  | 0.578        |
|    value_loss           | 253          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 875         |
|    ep_rew_mean          | 859         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 388         |
|    time_elapsed         | 11233       |
|    total_timesteps      | 794624      |
| train/                  |             |
|    approx_kl            | 0.006293923 |
|    clip_fraction        | 0.0202      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.869      |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | 187         |
|    n_updates            | 3870        |
|    policy_gradient_loss | -0.000417   |
|    std                  | 0.573       |
|    value_loss           | 135         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 877          |
|    ep_rew_mean          | 860          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 389          |
|    time_elapsed         | 11255        |
|    total_timesteps      | 796672       |
| train/                  |              |
|    approx_kl            | 0.0019298203 |
|    clip_fraction        | 0.0357       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.859       |
|    explained_variance   | 0.928        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.28         |
|    n_updates            | 3880         |
|    policy_gradient_loss | -0.000474    |
|    std                  | 0.567        |
|    value_loss           | 11.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 882         |
|    ep_rew_mean          | 849         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 390         |
|    time_elapsed         | 11278       |
|    total_timesteps      | 798720      |
| train/                  |             |
|    approx_kl            | 0.002553879 |
|    clip_fraction        | 0.00825     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.852      |
|    explained_variance   | 0.903       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.39e+03    |
|    n_updates            | 3890        |
|    policy_gradient_loss | 0.000129    |
|    std                  | 0.567       |
|    value_loss           | 1.21e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 893          |
|    ep_rew_mean          | 828          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 391          |
|    time_elapsed         | 11300        |
|    total_timesteps      | 800768       |
| train/                  |              |
|    approx_kl            | 0.0031500952 |
|    clip_fraction        | 0.0167       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.843       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.3          |
|    n_updates            | 3900         |
|    policy_gradient_loss | -0.00103     |
|    std                  | 0.557        |
|    value_loss           | 83.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 892         |
|    ep_rew_mean          | 831         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 392         |
|    time_elapsed         | 11323       |
|    total_timesteps      | 802816      |
| train/                  |             |
|    approx_kl            | 0.003750753 |
|    clip_fraction        | 0.0218      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.833      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.75        |
|    n_updates            | 3910        |
|    policy_gradient_loss | -0.00212    |
|    std                  | 0.557       |
|    value_loss           | 76.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 899          |
|    ep_rew_mean          | 819          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 393          |
|    time_elapsed         | 11346        |
|    total_timesteps      | 804864       |
| train/                  |              |
|    approx_kl            | 0.0041469904 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.837       |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 45.6         |
|    n_updates            | 3920         |
|    policy_gradient_loss | -0.00262     |
|    std                  | 0.562        |
|    value_loss           | 98.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 894          |
|    ep_rew_mean          | 830          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 394          |
|    time_elapsed         | 11368        |
|    total_timesteps      | 806912       |
| train/                  |              |
|    approx_kl            | 0.0044603106 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.84        |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.772        |
|    n_updates            | 3930         |
|    policy_gradient_loss | -0.000977    |
|    std                  | 0.557        |
|    value_loss           | 81.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 891          |
|    ep_rew_mean          | 832          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 395          |
|    time_elapsed         | 11391        |
|    total_timesteps      | 808960       |
| train/                  |              |
|    approx_kl            | 0.0005001519 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.834       |
|    explained_variance   | 0.686        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.2e+03      |
|    n_updates            | 3940         |
|    policy_gradient_loss | 2.83e-05     |
|    std                  | 0.557        |
|    value_loss           | 5.08e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 893        |
|    ep_rew_mean          | 828        |
| time/                   |            |
|    fps                  | 71         |
|    iterations           | 396        |
|    time_elapsed         | 11414      |
|    total_timesteps      | 811008     |
| train/                  |            |
|    approx_kl            | 0.00385206 |
|    clip_fraction        | 0.0358     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.834     |
|    explained_variance   | 0.977      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.54       |
|    n_updates            | 3950       |
|    policy_gradient_loss | -0.00345   |
|    std                  | 0.558      |
|    value_loss           | 112        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 887         |
|    ep_rew_mean          | 840         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 397         |
|    time_elapsed         | 11436       |
|    total_timesteps      | 813056      |
| train/                  |             |
|    approx_kl            | 0.001548786 |
|    clip_fraction        | 0.0137      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.828      |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.46        |
|    n_updates            | 3960        |
|    policy_gradient_loss | -0.000557   |
|    std                  | 0.548       |
|    value_loss           | 166         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 888          |
|    ep_rew_mean          | 839          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 398          |
|    time_elapsed         | 11459        |
|    total_timesteps      | 815104       |
| train/                  |              |
|    approx_kl            | 0.0039887885 |
|    clip_fraction        | 0.0609       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.814       |
|    explained_variance   | 0.995        |
|    learning_rate        | 0.0003       |
|    loss                 | 23.2         |
|    n_updates            | 3970         |
|    policy_gradient_loss | -0.00133     |
|    std                  | 0.543        |
|    value_loss           | 153          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 882          |
|    ep_rew_mean          | 852          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 399          |
|    time_elapsed         | 11482        |
|    total_timesteps      | 817152       |
| train/                  |              |
|    approx_kl            | 0.0005101983 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.808       |
|    explained_variance   | 0.87         |
|    learning_rate        | 0.0003       |
|    loss                 | 255          |
|    n_updates            | 3980         |
|    policy_gradient_loss | -0.000148    |
|    std                  | 0.543        |
|    value_loss           | 552          |
------------------------------------------
Eval num_timesteps=819200, episode_reward=829.17 +/- 441.17
Episode length: 925.30 +/- 192.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 925          |
|    mean_reward          | 829          |
| time/                   |              |
|    total timesteps      | 819200       |
| train/                  |              |
|    approx_kl            | 0.0058915215 |
|    clip_fraction        | 0.0474       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.807       |
|    explained_variance   | 0.987        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.62         |
|    n_updates            | 3990         |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.544        |
|    value_loss           | 165          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 884      |
|    ep_rew_mean     | 850      |
| time/              |          |
|    fps             | 70       |
|    iterations      | 400      |
|    time_elapsed    | 11602    |
|    total_timesteps | 819200   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 879          |
|    ep_rew_mean          | 861          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 401          |
|    time_elapsed         | 11625        |
|    total_timesteps      | 821248       |
| train/                  |              |
|    approx_kl            | 0.0012691845 |
|    clip_fraction        | 0.0214       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.808       |
|    explained_variance   | 0.787        |
|    learning_rate        | 0.0003       |
|    loss                 | 746          |
|    n_updates            | 4000         |
|    policy_gradient_loss | -0.00345     |
|    std                  | 0.541        |
|    value_loss           | 585          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 878          |
|    ep_rew_mean          | 862          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 402          |
|    time_elapsed         | 11647        |
|    total_timesteps      | 823296       |
| train/                  |              |
|    approx_kl            | 0.0017246304 |
|    clip_fraction        | 0.022        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.805       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 184          |
|    n_updates            | 4010         |
|    policy_gradient_loss | -0.00221     |
|    std                  | 0.539        |
|    value_loss           | 224          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 884          |
|    ep_rew_mean          | 852          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 403          |
|    time_elapsed         | 11670        |
|    total_timesteps      | 825344       |
| train/                  |              |
|    approx_kl            | 0.0017526752 |
|    clip_fraction        | 0.0216       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.798       |
|    explained_variance   | 0.988        |
|    learning_rate        | 0.0003       |
|    loss                 | 180          |
|    n_updates            | 4020         |
|    policy_gradient_loss | -0.0002      |
|    std                  | 0.537        |
|    value_loss           | 162          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 879          |
|    ep_rew_mean          | 863          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 404          |
|    time_elapsed         | 11693        |
|    total_timesteps      | 827392       |
| train/                  |              |
|    approx_kl            | 0.0014620775 |
|    clip_fraction        | 0.0146       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.797       |
|    explained_variance   | 0.917        |
|    learning_rate        | 0.0003       |
|    loss                 | 22.9         |
|    n_updates            | 4030         |
|    policy_gradient_loss | -0.00288     |
|    std                  | 0.537        |
|    value_loss           | 716          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 868          |
|    ep_rew_mean          | 879          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 405          |
|    time_elapsed         | 11715        |
|    total_timesteps      | 829440       |
| train/                  |              |
|    approx_kl            | 0.0008907411 |
|    clip_fraction        | 0.00117      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.799       |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | 269          |
|    n_updates            | 4040         |
|    policy_gradient_loss | 1.96e-05     |
|    std                  | 0.539        |
|    value_loss           | 444          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 859          |
|    ep_rew_mean          | 892          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 406          |
|    time_elapsed         | 11738        |
|    total_timesteps      | 831488       |
| train/                  |              |
|    approx_kl            | 0.0058689136 |
|    clip_fraction        | 0.0536       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.798       |
|    explained_variance   | 0.995        |
|    learning_rate        | 0.0003       |
|    loss                 | 217          |
|    n_updates            | 4050         |
|    policy_gradient_loss | -0.000657    |
|    std                  | 0.536        |
|    value_loss           | 168          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 859         |
|    ep_rew_mean          | 893         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 407         |
|    time_elapsed         | 11761       |
|    total_timesteps      | 833536      |
| train/                  |             |
|    approx_kl            | 0.004836235 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.793      |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 13.4        |
|    n_updates            | 4060        |
|    policy_gradient_loss | -0.00464    |
|    std                  | 0.532       |
|    value_loss           | 168         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 858          |
|    ep_rew_mean          | 894          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 408          |
|    time_elapsed         | 11784        |
|    total_timesteps      | 835584       |
| train/                  |              |
|    approx_kl            | 0.0033851126 |
|    clip_fraction        | 0.0397       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.787       |
|    explained_variance   | 0.996        |
|    learning_rate        | 0.0003       |
|    loss                 | 171          |
|    n_updates            | 4070         |
|    policy_gradient_loss | -0.00175     |
|    std                  | 0.53         |
|    value_loss           | 143          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 856           |
|    ep_rew_mean          | 896           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 409           |
|    time_elapsed         | 11806         |
|    total_timesteps      | 837632        |
| train/                  |               |
|    approx_kl            | 0.00042527652 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.784        |
|    explained_variance   | 0.944         |
|    learning_rate        | 0.0003        |
|    loss                 | 73.6          |
|    n_updates            | 4080          |
|    policy_gradient_loss | -2.9e-05      |
|    std                  | 0.53          |
|    value_loss           | 352           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 863          |
|    ep_rew_mean          | 884          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 410          |
|    time_elapsed         | 11829        |
|    total_timesteps      | 839680       |
| train/                  |              |
|    approx_kl            | 0.0032474264 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.785       |
|    explained_variance   | 0.987        |
|    learning_rate        | 0.0003       |
|    loss                 | 56.2         |
|    n_updates            | 4090         |
|    policy_gradient_loss | -0.000731    |
|    std                  | 0.53         |
|    value_loss           | 234          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 860          |
|    ep_rew_mean          | 886          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 411          |
|    time_elapsed         | 11852        |
|    total_timesteps      | 841728       |
| train/                  |              |
|    approx_kl            | 0.0016883048 |
|    clip_fraction        | 0.00293      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.784       |
|    explained_variance   | 0.519        |
|    learning_rate        | 0.0003       |
|    loss                 | 426          |
|    n_updates            | 4100         |
|    policy_gradient_loss | -0.000856    |
|    std                  | 0.531        |
|    value_loss           | 1.57e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 864          |
|    ep_rew_mean          | 874          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 412          |
|    time_elapsed         | 11874        |
|    total_timesteps      | 843776       |
| train/                  |              |
|    approx_kl            | 0.0065032253 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.785       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 27.6         |
|    n_updates            | 4110         |
|    policy_gradient_loss | -0.000788    |
|    std                  | 0.53         |
|    value_loss           | 225          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 849         |
|    ep_rew_mean          | 909         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 413         |
|    time_elapsed         | 11897       |
|    total_timesteps      | 845824      |
| train/                  |             |
|    approx_kl            | 0.006002758 |
|    clip_fraction        | 0.0812      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.793      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.77        |
|    n_updates            | 4120        |
|    policy_gradient_loss | -0.00114    |
|    std                  | 0.531       |
|    value_loss           | 42.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 853         |
|    ep_rew_mean          | 898         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 414         |
|    time_elapsed         | 11919       |
|    total_timesteps      | 847872      |
| train/                  |             |
|    approx_kl            | 0.002531393 |
|    clip_fraction        | 0.0084      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.788      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 67.8        |
|    n_updates            | 4130        |
|    policy_gradient_loss | -0.00087    |
|    std                  | 0.534       |
|    value_loss           | 202         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 859          |
|    ep_rew_mean          | 886          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 415          |
|    time_elapsed         | 11942        |
|    total_timesteps      | 849920       |
| train/                  |              |
|    approx_kl            | 0.0033749067 |
|    clip_fraction        | 0.00732      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.793       |
|    explained_variance   | 0.86         |
|    learning_rate        | 0.0003       |
|    loss                 | 41.3         |
|    n_updates            | 4140         |
|    policy_gradient_loss | -0.00108     |
|    std                  | 0.536        |
|    value_loss           | 296          |
------------------------------------------
Eval num_timesteps=851968, episode_reward=593.39 +/- 570.19
Episode length: 986.10 +/- 262.17
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 986          |
|    mean_reward          | 593          |
| time/                   |              |
|    total timesteps      | 851968       |
| train/                  |              |
|    approx_kl            | 0.0024634236 |
|    clip_fraction        | 0.016        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.795       |
|    explained_variance   | 0.905        |
|    learning_rate        | 0.0003       |
|    loss                 | 25.7         |
|    n_updates            | 4150         |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.536        |
|    value_loss           | 591          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 859      |
|    ep_rew_mean     | 887      |
| time/              |          |
|    fps             | 70       |
|    iterations      | 416      |
|    time_elapsed    | 12069    |
|    total_timesteps | 851968   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 859          |
|    ep_rew_mean          | 889          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 417          |
|    time_elapsed         | 12091        |
|    total_timesteps      | 854016       |
| train/                  |              |
|    approx_kl            | 0.0020376232 |
|    clip_fraction        | 0.00381      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.797       |
|    explained_variance   | 0.934        |
|    learning_rate        | 0.0003       |
|    loss                 | 13.8         |
|    n_updates            | 4160         |
|    policy_gradient_loss | -0.000828    |
|    std                  | 0.538        |
|    value_loss           | 361          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 858          |
|    ep_rew_mean          | 890          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 418          |
|    time_elapsed         | 12114        |
|    total_timesteps      | 856064       |
| train/                  |              |
|    approx_kl            | 0.0046468666 |
|    clip_fraction        | 0.0137       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.794       |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 12.9         |
|    n_updates            | 4170         |
|    policy_gradient_loss | -0.000876    |
|    std                  | 0.531        |
|    value_loss           | 204          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 862         |
|    ep_rew_mean          | 880         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 419         |
|    time_elapsed         | 12137       |
|    total_timesteps      | 858112      |
| train/                  |             |
|    approx_kl            | 0.004933331 |
|    clip_fraction        | 0.0241      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.783      |
|    explained_variance   | 0.928       |
|    learning_rate        | 0.0003      |
|    loss                 | 31.4        |
|    n_updates            | 4180        |
|    policy_gradient_loss | -0.00628    |
|    std                  | 0.528       |
|    value_loss           | 869         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 865         |
|    ep_rew_mean          | 878         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 420         |
|    time_elapsed         | 12159       |
|    total_timesteps      | 860160      |
| train/                  |             |
|    approx_kl            | 0.002167881 |
|    clip_fraction        | 0.0331      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.779      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 124         |
|    n_updates            | 4190        |
|    policy_gradient_loss | -0.000976   |
|    std                  | 0.528       |
|    value_loss           | 160         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 869          |
|    ep_rew_mean          | 876          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 421          |
|    time_elapsed         | 12182        |
|    total_timesteps      | 862208       |
| train/                  |              |
|    approx_kl            | 0.0021023664 |
|    clip_fraction        | 0.00918      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.78        |
|    explained_variance   | 0.837        |
|    learning_rate        | 0.0003       |
|    loss                 | 78.3         |
|    n_updates            | 4200         |
|    policy_gradient_loss | -0.00285     |
|    std                  | 0.527        |
|    value_loss           | 2.78e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 864          |
|    ep_rew_mean          | 888          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 422          |
|    time_elapsed         | 12205        |
|    total_timesteps      | 864256       |
| train/                  |              |
|    approx_kl            | 0.0029458245 |
|    clip_fraction        | 0.00361      |
